iso3,m49_code,region_country_area,year,series,value,footnotes,source
MAC,446,"China, Macao SAR",2025,"Under five mortality rate for both sexes (per 1,000 live births)",3.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2025,Life expectancy at birth for both sexes (years),83.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2025,Life expectancy at birth for males (years),81.3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2025,Life expectancy at birth for females (years),85.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2010,Population annual rate of increase (percent),1.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
COL,170,Colombia,2010,Total fertility rate (children per women),2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",18.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
COL,170,Colombia,2010,"Maternal mortality ratio (deaths per 100,000 population)",71,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
COL,170,Colombia,2010,Life expectancy at birth for both sexes (years),74.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2010,Life expectancy at birth for males (years),71.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2010,Life expectancy at birth for females (years),78.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2015,Population annual rate of increase (percent),0.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
COL,170,Colombia,2015,Total fertility rate (children per women),1.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",15.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
COL,170,Colombia,2015,"Maternal mortality ratio (deaths per 100,000 population)",70,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
COL,170,Colombia,2015,Life expectancy at birth for both sexes (years),76.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2015,Life expectancy at birth for males (years),73.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2015,Life expectancy at birth for females (years),79,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2020,Population annual rate of increase (percent),1.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
COL,170,Colombia,2020,Total fertility rate (children per women),1.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",13.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
COL,170,Colombia,2020,"Maternal mortality ratio (deaths per 100,000 population)",75,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
COL,170,Colombia,2020,Life expectancy at birth for both sexes (years),74.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2020,Life expectancy at birth for males (years),71.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2020,Life expectancy at birth for females (years),78.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
COL,170,Colombia,2025,Population annual rate of increase (percent),1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
COL,170,Colombia,2025,Total fertility rate (children per women),1.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
